Advert Reference,Property Reference,Property Address,Bid Opening Date,Bid Closing Date,Number Of Bedrooms,Number Of Bedspaces,Total Bidders,Successful Bid Points,Ward Code,Ward Name,Lower Super Output Area Code,Lower Super Output Area Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
288671,29674,"Flat 15, Tapestry Apartments, 3 Canal Reach, London, N1C 4BA",29/09/2016,03/10/2016,1,2,131,735,E05000143,St Pancras and Somers Town,E01000953,,529910,183793,-0.128227,51.5381,"(51.5381, -0.128227)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101837,26908,"Flat 4, Mexborough, Pratt Street, London, NW1 0BL",06/10/2016,10/10/2016,1,2,167,180,E05000143,St Pancras and Somers Town,E01000959,,529155,183726,-0.139157,51.537669,"(51.537669, -0.139157)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288687,29699,"Flat 2, Belvedere House, 113 Belsize Road, London, NW6 4AE",18/08/2016,22/08/2016,2,4,397,560,E05000140,Kilburn,E01000935,,525921,183910,-0.185696,51.540052,"(51.540052, -0.185696)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195636,25183,"Flat 32, Rowstock, Oseney Crescent, London, NW5 2BA",04/08/2016,08/08/2016,1,2,133,275,E05000139,Kentish Town,E01000925,,529536,184966,-0.133211,51.548725,"(51.548725, -0.133211)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180289,21662,"Flat 22, Broomfield, Ferdinand Street, London, NW1 8ED",27/07/2017,31/07/2017,0,1,93,200,E05000136,Haverstock,E01000904,,528466,184398,-0.148841,51.543865,"(51.543865, -0.148841)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102721,32601,"Flat 79, Walker House, Phoenix Road, London, NW1 1EP",10/08/2017,14/08/2017,2,4,404,875,E05000143,St Pancras and Somers Town,E01000953,,529689,183100,-0.131693,51.531921,"(51.531921, -0.131693)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108206,13870,"Flat 1, Newby, Robert Street, London, NW1 3RN",27/07/2017,31/07/2017,1,2,119,270,E05000142,Regent's Park,E01000951,,529123,182752,-0.139975,51.528923,"(51.528923, -0.139975)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190037,3911,"30 Dunboyne Road,London,NW3 2YY",23/11/2017,27/11/2017,1,2,135,600,E05000134,Gospel Oak,E01000890,,527752,185343,-0.158789,51.552519,"(51.552519, -0.158789)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286140,31167,"Flat 5, Winifrede Paul House, 1 York Rise, London, NW5 1DX",24/08/2017,28/08/2017,1,2,95,350,E05000137,Highgate,E01000911,,528882,185909,-0.142292,51.557349,"(51.557349, -0.142292)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184586,27419,"Flat 42, 30-40 Grafton Way, London, WC1E 6DX",13/10/2016,17/10/2016,1,2,140,300,E05000129,Bloomsbury,E01000854,,529377,182231,-0.136507,51.524183,"(51.524183, -0.136507)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187216,37624,"Flat B, 2 Estelle Road, London, NW3 2JY",21/04/2016,25/04/2016,1,2,219,1530,E05000134,Gospel Oak,E01000886,,528025,185607,-0.154757,51.55483,"(51.55483, -0.154757)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185249,7315,"7a Oakford Road,London,NW5 1AJ",25/08/2016,29/08/2016,3,5,328,270,E05000139,Kentish Town,E01000921,,529050,185781,-0.139917,51.55616,"(51.55616, -0.139917)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288640,30008,"21 Grangeway, London, NW6 2BT",09/03/2017,13/03/2017,2,4,274,500,E05000140,Kilburn,E01000931,,525022,184221,-0.198542,51.543047,"(51.543047, -0.198542)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184422,34051,"Flat 9, Willow House, Maitland Park Villas, London, NW3 2EB",31/08/2017,04/09/2017,4,6,65,240,E05000136,Haverstock,E01000903,,527856,184810,-0.157483,51.547706,"(51.547706, -0.157483)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186717,21312,"Flat 21, Devonshire Court, Boswell Street, London, WC1N 3PX",27/07/2017,31/07/2017,3,0,153,250,E05000138,Holborn and Covent Garden,E01000915,,530464,181878,-0.120978,51.520761,"(51.520761, -0.120978)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199159,40572,"Flat C,9 Caversham Road,London,NW5 2DT",10/11/2016,14/11/2016,2,3,483,595,E05000131,Cantelowes,E01000870,,529095,184933,-0.13958,51.548529,"(51.548529, -0.13958)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286111,30656,"Flat 19, Chamberlain House, Ossulston Street, London, NW1 1ET",23/03/2017,27/03/2017,5,10,14,190,E05000143,St Pancras and Somers Town,E01000956,,529750,182956,-0.130867,51.530613,"(51.530613, -0.130867)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188607,30576,"Flat 6, Milverton, Grafton Road, London, NW5 4RJ",09/11/2017,13/11/2017,2,4,387,425,E05000136,Haverstock,E01000901,,528387,185107,-0.149721,51.550254,"(51.550254, -0.149721)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288578,30769,"Flat C, 56 Fortess Road, London, NW5 2HG",11/05/2017,15/05/2017,2,3,462,680,E05000139,Kentish Town,E01000921,,529023,185488,-0.140414,51.553533,"(51.553533, -0.140414)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188237,30949,"Flat 62, Casterbridge, Abbey Road, London, NW6 4DR",18/08/2016,22/08/2016,1,2,96,400,E05000140,Kilburn,E01000935,,525813,183930,-0.187245,51.540256,"(51.540256, -0.187245)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187767,35409,"Flat A, 25 Lithos Road, London, NW3 6DX",27/07/2017,31/07/2017,1,2,153,650,E05000145,West Hampstead,E01000972,,526061,184951,-0.183306,51.549376,"(51.549376, -0.183306)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
109436,29352,"Flat 52, Cartmel, Hampstead Road, London, NW1 3SH",28/01/2016,01/02/2016,1,2,175,420,E05000142,Regent's Park,E01000950,,529184,182869,-0.139054,51.529961,"(51.529961, -0.139054)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187263,26164,"Flat 38, Burnham, Fellows Road, London, NW3 3JR",03/11/2016,07/11/2016,0,1,118,250,E05000128,Belsize,E01000847,,527038,184321,-0.16945,51.543496,"(51.543496, -0.16945)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196523,32853,"Flat 8, Grangemill, Ingestre Road, London, NW5 1XH",01/12/2016,05/12/2016,1,2,138,350,E05000139,Kentish Town,E01000928,,528802,185801,-0.143485,51.556397,"(51.556397, -0.143485)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183380,2632,"21 Kingswear Road,London,NW5 1EU",15/12/2016,02/01/2017,4,8,128,240,E05000137,Highgate,E01000909,,528680,186390,-0.145029,51.561718,"(51.561718, -0.145029)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191450,33998,"Flat 9, Sycamore House, Maitland Park Villas, London, NW3 2EA",27/04/2017,01/05/2017,0,1,105,170,E05000136,Haverstock,E01000902,,527879,184811,-0.157151,51.54771,"(51.54771, -0.157151)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183515,31680,"Flat 7, Constable House, Adelaide Road, London, NW3 3QA",28/09/2017,02/10/2017,2,4,427,400,E05000136,Haverstock,E01000906,,527946,184412,-0.156331,51.544109,"(51.544109, -0.156331)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191129,40800,"Flat D,20 Dartmouth Park Avenue,London,NW5 1JN",08/09/2016,12/09/2016,1,2,166,430,E05000137,Highgate,E01000911,,528886,186327,-0.142082,51.561105,"(51.561105, -0.142082)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288702,29265,"5 Camden Gardens, London, NW1 9PQ",23/06/2016,27/06/2016,3,6,255,750,E05000130,Camden Town with Primrose Hill,E01000856,,529011,184135,-0.141083,51.541377,"(51.541377, -0.141083)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182886,25453,"Flat 34, Bridge House, Adelaide Road, London, NW3 3QD",25/02/2016,29/02/2016,3,5,303,720,E05000136,Haverstock,E01000906,,528089,184362,-0.154288,51.543627,"(51.543627, -0.154288)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288712,29169,"Flat E, 22-24 Swain's Lane, London, N6 6QR",02/06/2016,06/06/2016,1,2,139,250,E05000137,Highgate,E01000909,,528471,186415,-0.148033,51.56199,"(51.56199, -0.148033)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288573,30812,"Flat 5, Whidborne House, Whidborne Street, London, WC1H 8HG",03/08/2017,07/08/2017,2,3,247,500,E05000141,King's Cross,E01000941,,530270,182676,-0.123478,51.527977,"(51.527977, -0.123478)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189752,27452,"Flat 42, Chelwood, Grafton Road, London, NW5 4RG",17/11/2016,21/11/2016,2,4,413,595,E05000136,Haverstock,E01000901,,528480,184983,-0.148426,51.549119,"(51.549119, -0.148426)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197029,26419,"Flat 39,Monmouth House,Raglan Street,London,NW5 3BX",31/08/2017,04/09/2017,1,2,102,200,E05000139,Kentish Town,E01000922,,528911,184950,-0.142226,51.548724,"(51.548724, -0.142226)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288617,30976,"Flat 6, 71 Endell Street, London, WC2H 9AJ",06/07/2017,10/07/2017,1,2,89,630,E05000138,Holborn and Covent Garden,E01000919,,530152,181231,-0.125711,51.515018,"(51.515018, -0.125711)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101541,20493,"Flat 2, Hartland, Royal College Street, London, NW1 0RY",02/06/2016,06/06/2016,1,2,176,100,E05000143,St Pancras and Somers Town,E01000959,,529495,183583,-0.13431,51.536306,"(51.536306, -0.13431)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187609,15195,"Flat 11, Primrose Hill Court, King Henry's Road, London, NW3 3QS",01/09/2016,05/09/2016,1,2,210,210,E05000130,Camden Town with Primrose Hill,E01000857,,527683,184184,-0.160204,51.542119,"(51.542119, -0.160204)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288755,28931,"Flat A, 8 Belmont Street, London, NW1 8HH",03/03/2016,07/03/2016,1,2,166,165,E05000136,Haverstock,E01000904,,528317,184403,-0.150987,51.543944,"(51.543944, -0.150987)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288748,28785,"First Floor Flat, 39 York Way, London, N7 9QF",17/03/2016,21/03/2016,1,2,98,225,E05000131,Cantelowes,E01000864,,530008,184548,-0.126536,51.544862,"(51.544862, -0.126536)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288505,31353,"Flat 6, 2 Hand Axe Yard, London, WC1X 8BD",14/09/2017,18/09/2017,3,5,268,440,E05000141,King's Cross,E01000939,,530443,182839,-0.120899,51.529404,"(51.529404, -0.120899)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193613,5960,"53 Brassey Road, London, NW6 2BD",03/03/2016,07/03/2016,1,2,184,180,E05000132,Fortune Green,E01000876,,524814,184935,-0.201286,51.54951,"(51.54951, -0.201286)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197287,25470,"Flat 34, Charlton Court, 75 Brecknock Road, London, N7 0BU",18/02/2016,22/02/2016,1,2,141,500,E05000139,Kentish Town,E01000926,,529670,185242,-0.131178,51.551175,"(51.551175, -0.131178)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182706,16165,"Flat 125, Bray, Fellows Road, London, NW3 3JT",13/10/2016,17/10/2016,3,6,246,505,E05000128,Belsize,E01000846,,527247,184337,-0.166432,51.543593,"(51.543593, -0.166432)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101197,3785,"3 Doric Way, London, NW1 1LQ",12/10/2017,16/10/2017,1,2,133,180,E05000143,St Pancras and Somers Town,E01000955,,529740,182793,-0.131071,51.52915,"(51.52915, -0.131071)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196697,24232,"Flat 3,Elsfield,42 Highgate Road,London,NW5 1NT",14/07/2016,18/07/2016,1,2,159,345,E05000139,Kentish Town,E01000928,,528899,185441,-0.142219,51.553139,"(51.553139, -0.142219)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286059,29344,"Flat 15, Nottingham House, Shorts Gardens, London, WC2H 9AX",14/07/2016,18/07/2016,1,2,89,180,E05000138,Holborn and Covent Garden,E01000919,,530165,181164,-0.125549,51.514413,"(51.514413, -0.125549)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186853,24182,"Flat 3, Chestnut House, Maitland Park Villas, London, NW3 2EE",25/02/2016,29/02/2016,1,2,186,525,E05000136,Haverstock,E01000902,,527885,184877,-0.157041,51.548301,"(51.548301, -0.157041)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
103055,21553,"Flat 212, Levita House, Chalton Street, London, NW1 1HN",01/12/2016,05/12/2016,2,3,433,455,E05000143,St Pancras and Somers Town,E01000956,,529848,182875,-0.129485,51.529862,"(51.529862, -0.129485)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192477,31237,"Flat 66,25 Gresse Street,London,W1T 1QP",28/01/2016,01/02/2016,1,2,163,530,E05000129,Bloomsbury,E01000850,,529675,181487,-0.132487,51.517429,"(51.517429, -0.132487)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101267,25220,"Flat 32, Wellesley House, Churchway, London, NW1 1LL",10/08/2017,14/08/2017,0,1,88,150,E05000143,St Pancras and Somers Town,E01000956,,529755,182710,-0.130885,51.528401,"(51.528401, -0.130885)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183780,34596,"Flat A, 11 Gascony Avenue, London, NW6 4NB",27/04/2017,01/05/2017,1,2,183,930,E05000140,Kilburn,E01000932,,525138,184160,-0.196891,51.542473,"(51.542473, -0.196891)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187090,22799,"Flat 25, Mullen Tower, Mount Pleasant, London, WC1X 0AG",04/08/2016,08/08/2016,0,1,140,200,E05000138,Holborn and Covent Garden,E01000917,,531033,182095,-0.112701,51.522579,"(51.522579, -0.112701)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189055,27846,"Flat 44, Wendling, Haverstock Road, London, NW5 4QU",15/12/2016,02/01/2017,1,2,112,350,E05000134,Gospel Oak,E01000890,,527998,185204,-0.155293,51.551214,"(51.551214, -0.155293)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101992,31678,"Flat 7, Conisborough, Bayham Street, London, NW1 0BP",09/03/2017,13/03/2017,4,7,115,800,E05000143,St Pancras and Somers Town,E01000959,,529181,183644,-0.138813,51.536926,"(51.536926, -0.138813)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108087,29935,"Flat 57, Langdale, Stanhope Street, London, NW1 3RA",09/03/2017,13/03/2017,0,1,111,150,E05000142,Regent's Park,E01000950,,529074,182956,-0.140607,51.530768,"(51.530768, -0.140607)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104883,862,"126 Maiden Lane, London, NW1 9UQ",06/10/2016,10/10/2016,1,2,117,400,E05000131,Cantelowes,E01000868,,529930,184215,-0.127809,51.541886,"(51.541886, -0.127809)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189220,13657,"Flat 1,Culver House,Princeton Street,London,WC1R 4BG",05/01/2017,09/01/2017,2,3,393,425,E05000138,Holborn and Covent Garden,E01000914,,530680,181723,-0.117924,51.519318,"(51.519318, -0.117924)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187905,13444,"Flat 1, 244 Royal College Street, London, NW1 9QP",01/12/2016,05/12/2016,3,5,323,230,E05000131,Cantelowes,E01000866,,528995,184555,-0.141159,51.545155,"(51.545155, -0.141159)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191356,23783,"Flat 29, Gooch House, Portpool Lane, London, EC1N 7SE",24/11/2016,28/11/2016,2,4,428,415,E05000138,Holborn and Covent Garden,E01000914,,531099,181896,-0.111824,51.520776,"(51.520776, -0.111824)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104257,39418,"Flat C, 104 Pratt Street, London, NW1 0DN",14/07/2016,18/07/2016,0,1,171,200,E05000143,St Pancras and Somers Town,E01000958,,529340,183865,-0.13644,51.538876,"(51.538876, -0.13644)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199363,29831,"Flat 56, Kilburn Gate, Kilburn Priory, London, NW6 5NE",27/04/2017,01/05/2017,3,6,356,425,E05000140,Kilburn,E01000930,,525683,183446,-0.189291,51.535935,"(51.535935, -0.189291)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184570,7764,"9 Castle Road, London, NW1 8PT",03/11/2016,07/11/2016,3,5,375,480,E05000130,Camden Town with Primrose Hill,E01000856,,528845,184510,-0.143338,51.544785,"(51.544785, -0.143338)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102631,14654,"Flat 103, Oakshott Court, Polygon Road, London, NW1 1ST",05/01/2017,09/01/2017,3,6,334,560,E05000143,St Pancras and Somers Town,E01000955,,529649,183041,-0.132291,51.5314,"(51.5314, -0.132291)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288647,30141,"Flat 2, 24 Vicar's Road, London, NW5 4NL",10/11/2016,14/11/2016,2,4,375,490,E05000134,Gospel Oak,E01000889,,528134,185306,-0.153296,51.5521,"(51.5521, -0.153296)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194047,38293,"Flat B, 39 Cotleigh Road, London, NW6 2NN",27/10/2016,31/10/2016,1,2,178,350,E05000140,Kilburn,E01000932,,525255,184271,-0.195166,51.543445,"(51.543445, -0.195166)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288686,29645,"Flat 39, Heathview, Gordon House Road, London, NW5 1LR",18/08/2016,22/08/2016,1,2,112,330,E05000137,Highgate,E01000912,,528427,185691,-0.148932,51.555494,"(51.555494, -0.148932)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189459,28306,"Flat 48, Jeygrove Court, 101 Hatton Garden, London, EC1N 8LB",09/02/2017,13/02/2017,2,4,450,600,E05000138,Holborn and Covent Garden,E01000916,,531359,181654,-0.108169,51.518541,"(51.518541, -0.108169)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184550,7393,"8 Herbert Street, London, NW5 4HD",08/09/2016,12/09/2016,4,7,113,1350,E05000136,Haverstock,E01000900,,528089,184987,-0.15406,51.549244,"(51.549244, -0.15406)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101605,4499,"36 Coopers Lane, London, NW1 1HA",06/04/2017,10/04/2017,3,4,255,500,E05000143,St Pancras and Somers Town,E01000953,,529879,183227,-0.128908,51.533019,"(51.533019, -0.128908)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182525,20206,"Flat 2, 37-39 Great Ormond Street, London, WC1N 3HZ",22/09/2016,26/09/2016,0,0,148,350,E05000138,Holborn and Covent Garden,E01000915,,530516,181989,-0.120188,51.521746,"(51.521746, -0.120188)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196027,40538,"Flat C, 81 Queens Crescent, London, NW5 4EU",28/01/2016,01/02/2016,5,8,17,455,E05000136,Haverstock,E01000900,,528074,184864,-0.154321,51.548142,"(51.548142, -0.154321)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288587,30624,"Flat 1, Athlone House, Wilkin Street, London, NW5 4LS",06/04/2017,10/04/2017,2,3,311,680,E05000136,Haverstock,E01000901,,528463,184862,-0.148715,51.548035,"(51.548035, -0.148715)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194533,3306,"26 Goldsmiths Place, Springfield Lane, London, NW6 5UG",24/11/2016,28/11/2016,0,1,105,140,E05000140,Kilburn,E01000930,,525597,183593,-0.190478,51.537276,"(51.537276, -0.190478)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
289099,24583,"Flat 31, St Anthonys Flats, Aldenham Street, London, NW1 1SA",14/04/2016,18/04/2016,0,1,150,240,E05000143,St Pancras and Somers Town,E01000954,,529581,183153,-0.133229,51.532422,"(51.532422, -0.133229)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288731,29101,"Flat 2, 159-161 Everson Road, London, NW6 2RB",19/05/2016,23/05/2016,3,5,278,635,E05000145,West Hampstead,E01000973,,525332,184779,-0.193875,51.547993,"(51.547993, -0.193875)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186792,40501,"Flat C, 8 Belmont Street, London, NW1 8HH",21/01/2016,25/01/2016,0,1,217,480,E05000136,Haverstock,E01000904,,528317,184403,-0.150987,51.543944,"(51.543944, -0.150987)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
289189,30267,"Flat D, 13 Mornington Crescent, London, NW1 7RG",17/11/2016,21/11/2016,1,2,149,540,E05000142,Regent's Park,E01000947,,529063,183228,-0.140666,51.533214,"(51.533214, -0.140666)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189447,25421,"Flat 335, Holly Lodge Mansions, Oakeshott Avenue, London, N6 6EB",12/01/2017,16/01/2017,1,1,116,240,E05000137,Highgate,E01000908,,528481,186824,-0.147739,51.565663,"(51.565663, -0.147739)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187270,30288,"Flat 6, Barnfield, Upper Park Road, London, NW3 2UU",28/04/2016,02/05/2016,3,5,322,310,E05000134,Gospel Oak,E01000892,,527673,185162,-0.159993,51.550911,"(51.550911, -0.159993)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197933,19381,"Flat 18, Hickes House, Harben Road, London, NW6 4RP",19/10/2017,23/10/2017,3,0,339,640,E05000144,Swiss Cottage,E01000961,,526533,184346,-0.176719,51.543834,"(51.543834, -0.176719)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191298,32717,"Flat 8, Broadfield, Broadhurst Gardens, London, NW6 3BL",19/05/2016,23/05/2016,3,5,338,780,E05000144,Swiss Cottage,E01000964,,525875,184640,-0.186098,51.546623,"(51.546623, -0.186098)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101672,7168,"75 Coopers Lane, London, NW1 1HD",28/09/2017,02/10/2017,1,2,130,630,E05000143,St Pancras and Somers Town,E01000953,,529835,183239,-0.129538,51.533136,"(51.533136, -0.129538)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187072,39868,"Flat C, 24 Oseney Crescent, London, NW5 2AU",23/02/2017,27/02/2017,3,5,366,405,E05000131,Cantelowes,E01000870,,529496,184836,-0.133835,51.547566,"(51.547566, -0.133835)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108912,2627,"21 Hopkinson's Place,London,NW1 8TN",03/08/2017,07/08/2017,2,3,405,550,E05000130,Camden Town with Primrose Hill,E01000860,,528038,183933,-0.155179,51.539783,"(51.539783, -0.155179)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185839,38688,"Flat B, 54 Marquis Road, London, NW1 9UB",23/02/2017,27/02/2017,2,4,563,1710,E05000131,Cantelowes,E01000864,,529973,184573,-0.127057,51.545093,"(51.545093, -0.127057)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198220,21449,"Flat 21, Penshurst, Queens Crescent, London, NW5 3QH",24/03/2016,28/03/2016,2,3,411,305,E05000136,Haverstock,E01000905,,528090,184672,-0.154161,51.546413,"(51.546413, -0.154161)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
109679,27983,"Flat 45, Woodhall, Robert Street, London, NW1 3JP",23/02/2017,27/02/2017,2,4,491,1230,E05000142,Regent's Park,E01000951,,529172,182695,-0.13929,51.5284,"(51.5284, -0.13929)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288764,28680,"Flat 16, Princes Park Apartments North, 52 Prince Of Wales Road, London, NW5 3LN",11/02/2016,15/02/2016,3,5,247,455,E05000136,Haverstock,E01000901,,528577,184740,-0.147117,51.546913,"(51.546913, -0.147117)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106154,38296,"Flat B,39 Delancey Street,London,NW1 7RX",18/05/2017,22/05/2017,4,7,109,680,E05000142,Regent's Park,E01000948,,528829,183564,-0.143914,51.536287,"(51.536287, -0.143914)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188002,30551,"Flat 6, Lumsdon, Abbey Road, London, NW8 0BE",10/08/2017,14/08/2017,4,7,94,280,E05000140,Kilburn,E01000929,,525770,183704,-0.187946,51.538235,"(51.538235, -0.187946)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182168,21079,"Flat 20, Studholme Court, Finchley Road, London, NW3 7AE",18/05/2017,22/05/2017,2,4,507,690,E05000133,Frognal and Fitzjohns,E01000878,,525447,185601,-0.191925,51.555355,"(51.555355, -0.191925)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286075,29904,"Flat B, 7 Guilford Street, London, WC1N 1DR",02/03/2017,06/03/2017,1,2,94,240,E05000138,Holborn and Covent Garden,E01000920,,530781,182261,-0.11627,51.524129,"(51.524129, -0.11627)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288585,31189,"Flat A, 52 Chalcot Road, London, NW1 8LY",13/04/2017,17/04/2017,1,2,120,105,E05000130,Camden Town with Primrose Hill,E01000860,,528198,183912,-0.152855,51.53956,"(51.53956, -0.152855)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194224,29464,"Flat 53, Candida Court, Clarence Way, London, NW1 8PY",31/08/2017,04/09/2017,0,0,102,200,E05000130,Camden Town with Primrose Hill,E01000856,,528832,184426,-0.143556,51.544033,"(51.544033, -0.143556)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
105817,29708,"Flat 55, Fairfield, Arlington Road, London, NW1 7LE",09/02/2017,13/02/2017,1,2,158,300,E05000142,Regent's Park,E01000948,,529034,183550,-0.140965,51.536115,"(51.536115, -0.140965)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
